ward,date,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_12,cases_roll_3,cases_roll_6,rain_lag_1,rain_3m_lag,rainy_days_lag_1,heavy_rain_days_lag_1,tmax_lag_1,tmin_lag_1,humidity_lag_1,oni_lag_1,month_sin,month_cos,slum_pct_imputed,population_density_per_km2,elevation_m,vulnerability_index,population_2019,predicted_cases,lower_80,upper_80,latest_annual_cases,calibration_scale,scenario,enso_value,climate_rain_mm_lag1,climate_temp_lag1,q50,q75,q90,slum_pct,risk_score,risk_level,priority_score,predicted_cases_per_100k
R/C,2026-10-01,231.95111285530078,233.4484498514324,247.60509054213153,199.55418512081627,237.66821774962156,202.61691988563098,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,217.7013039365797,170.9940907876475,274.1555525127867,2428.0,0.989096474498806,typical,0.0,334.46266431144363,29.03482263636366,237.0,319.0,357.9,19.0,43.18181818181818,Low,38.57609268794584,37.42385553422444
G/N,2026-10-01,259.98554840865427,277.2702364046446,355.5877537382007,235.19096149026817,297.61451285049986,269.97887951438196,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,247.949347447353,209.47150165025172,278.24194594791106,2854.0,0.9723801736603143,typical,0.0,334.46266431144363,29.03482263636366,344.5,431.25,580.8000000000002,32.0,21.21212121212121,Low,35.76398587040097,39.9997011423785
B,2026-10-01,102.72513487342648,123.04260616959469,108.57656660672292,105.0006916585973,111.44810254991471,101.2893669018306,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,93.25318348772029,61.34348414893744,132.68097021664113,1175.0,0.9795788760766866,typical,0.0,334.46266431144363,29.03482263636366,119.0,150.75,171.0,11.0,27.27272727272727,Low,30.92514834507547,70.79760054640998
R/S,2026-10-01,30.894066966908166,42.5909535931075,76.34227530840023,29.644018014489916,49.94243195613863,43.15645192872527,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,58.0,38869.334356166,23.0,84.82276801582847,715275.0,35.60944326206717,17.50473497350721,46.89381489567,456.0,0.806268400473146,typical,0.0,334.46266431144363,29.03482263636366,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,4.978426935383896
M/W,2026-10-01,136.92357285195172,161.12401828625013,267.6908920407924,119.51623490798265,188.57949439299807,176.79769858945804,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,132.81565576231316,113.56014915937509,155.19517209606917,1811.0,0.9883692592576139,typical,0.0,334.46266431144363,29.03482263636366,208.5,298.5,405.30000000000007,53.0,15.151515151515152,Low,30.28486145567924,31.161145075175178
L,2026-10-01,488.90804277404294,498.5531018147619,616.8015256539761,451.5816642864607,534.7542234142603,494.3896513288516,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,448.98269938285455,375.20214415236524,561.2936673041365,5538.0,0.9857708936863298,typical,0.0,334.46266431144363,29.03482263636366,886.5,1038.25,1224.8000000000002,54.0,6.8181818181818175,Low,29.6101942307284,48.09098215240122
N,2026-10-01,105.58476344115928,114.07501460239756,189.5703279281284,85.78549773315162,136.41003532389507,116.01079186715988,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,102.30345015048982,75.51459069318929,124.80361994000124,1221.0,0.9632398949549266,typical,0.0,334.46266431144363,29.03482263636366,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,15.872787721500124
C,2026-10-01,30.006895600606814,31.14549717280375,38.73617432078334,28.868294028409874,33.29618903139797,31.65549579368363,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,39.0,89447.24562784938,15.0,100.0,171941.0,26.798497942378837,13.311395047565567,36.84581405716964,344.0,0.57970542451328,typical,0.0,334.46266431144363,29.03482263636366,191.0,245.0,288.0,,0.0,Low,25.0,15.585868374837203
F/N,2026-10-01,110.57520631821811,107.41325760937083,91.51051557369776,97.18342355133551,103.16632650042891,87.34108320761972,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,92.8282924416462,62.786580628401204,131.31458250484087,1048.0,0.9912229790641491,typical,0.0,334.46266431144363,29.03482263636366,210.5,281.5,415.30000000000007,58.0,1.5151515151515151,Low,24.640939395152103,16.956859487585113
S,2026-10-01,181.85504336652747,199.393912624478,245.54416961130738,160.06432701574045,208.93104186743759,186.88934843130951,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,164.9003915220454,128.65170971565456,208.305086059166,2206.0,1.0383821745317885,typical,0.0,334.46266431144363,29.03482263636366,344.5,434.5,517.8,72.0,0.7575757575757576,Low,24.336950025799396,21.425179206067817
H/W,2026-10-01,122.63636363636363,113.8868686868687,127.65656565656566,108.0060606060606,121.39326599326598,109.36868686868688,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,116.47805867644739,85.30340761806904,139.2629941075205,1278.0,0.9688994021038206,typical,0.0,334.46266431144363,29.03482263636366,163.0,221.25,291.6,39.0,8.333333333333332,Low,21.854887407155452,36.595982379233256
H/E,2026-10-01,193.12080141426043,204.4808485562758,252.16499705362406,188.07189157336475,216.58888234138672,191.67157729326263,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,182.87133400116846,142.66583537533296,222.8534092363853,2261.0,1.0452336083598999,typical,0.0,334.46266431144363,29.03482263636366,446.0,562.5,628.9,42.0,1.5151515151515151,Low,20.79773150842835,31.71413850293579
P/S,2026-10-01,33.92445853143159,36.31510829371368,48.26835710512414,26.980190174326466,39.5026413100898,37.79503433703116,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,33.730703226772235,21.97191273713734,44.02315660891457,431.0,0.6938065216802108,typical,0.0,334.46266431144363,29.03482263636366,68.5,84.0,110.80000000000001,57.0,1.5151515151515151,Low,19.774256105066794,7.032636177972699
K/W,2026-10-01,151.7928236868518,161.85823017731684,241.89444630311144,135.3959518233523,185.18183338909333,174.35881565741047,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,135.0552499445808,104.64722670437759,189.10724295167057,1941.0,1.0092975501098544,typical,0.0,334.46266431144363,29.03482263636366,255.0,312.0,386.9,15.0,12.121212121212121,Low,18.16833899073236,17.43248963766624
K/E,2026-10-01,259.8363528110913,289.8174704431403,302.87941935300955,249.57965467381135,284.1777475357471,255.48236984113487,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,245.2394950524294,193.6369641463383,284.3866737034804,3092.0,0.9844485120143874,typical,0.0,334.46266431144363,29.03482263636366,550.5,641.75,805.2,49.0,0.0,Low,16.868531743383436,28.765544035445522
F/S,2026-10-01,41.24623044096728,49.23897581792318,60.27766714082503,36.597155049786636,50.254291133238496,42.87607871028924,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,40.25808380732762,19.65542343777712,48.452655288625564,483.0,0.8315184529539577,typical,0.0,334.46266431144363,29.03482263636366,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,10.777766601074514
D,2026-10-01,0.0,0.0,0.0,0.0,0.0,0.0,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.6399494936611664,0.0,145.2362252577349,0.0,0.35,typical,0.0,334.46266431144363,29.03482263636366,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.17829218646966602
T,2026-10-01,110.09646581691774,100.00193124758594,109.24739281575899,91.41685979142527,106.44859662675422,87.43879554525557,334.46266431144363,1415.347142072551,25.90909090909091,1.0909090909090908,29.03482263636366,25.350393909090936,84.86849002124451,0.0,-0.8660254037844386,0.5000000000000001,33.0,8200.969947931737,97.0,0.0,353343.0,94.03366290748481,63.572728715441855,140.2740352752198,977.0,1.0036294074710792,typical,0.0,334.46266431144363,29.03482263636366,158.0,205.0,256.8,33.0,6.0606060606060606,Low,4.545454545454545,26.61257274305273
G/S,2026-11-01,553.35391628678,660.8301906340654,795.107853294654,601.2715499378368,669.7639867384997,719.3059469539991,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,573.2573438662002,474.2574304211295,699.7414944494567,7839.0,1.001996486387063,typical,0.0,65.39132376720727,31.690834897360727,445.5,569.25,725.7,21.0,76.51515151515152,High,69.72395051715202,146.65438969178035
R/N,2026-11-01,115.45680718728403,135.8205482607694,139.93066113798665,123.49020962911771,130.4026721953467,151.76280426936958,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,123.31215750246342,90.88900807373784,161.04878647687283,1622.0,0.97518594977642,typical,0.0,65.39132376720727,31.690834897360727,84.5,137.25,183.60000000000002,51.0,66.66666666666666,Medium,69.16353490799551,27.625300197247917
E,2026-11-01,452.260001225265,488.08582981069657,496.96011762543645,500.5755682166269,479.10198288713264,477.95161224448117,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,428.47677861910967,317.618756363667,524.2543876971482,5365.0,0.9885932517551124,typical,0.0,65.39132376720727,31.690834897360727,306.0,443.25,675.0000000000002,20.0,71.21212121212122,Medium,67.34936824621421,105.28538643651935
M/E,2026-11-01,404.7395461070894,422.3488805400287,462.5201747151715,363.46766852988793,429.8695337874298,401.0709347668937,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,377.2802121794048,317.70904849459464,467.3276947559245,4504.0,1.0015566153463125,typical,0.0,65.39132376720727,31.690834897360727,351.5,510.0,711.0000000000002,30.0,55.3030303030303,Medium,51.1850668515268,45.13898489737669
A,2026-11-01,99.07505686125853,101.53146322971949,124.45792266868841,89.90447308567096,108.35481425322216,117.98938589840789,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,103.07727501932179,80.03354622148332,153.48126027926725,1296.0,0.9677901036276229,typical,0.0,65.39132376720727,31.690834897360727,118.0,151.0,192.50000000000003,34.0,37.878787878787875,Low,41.2310260909098,53.840310796198374
P/N,2026-11-01,199.1535980649063,235.0338641402943,272.7262648659545,183.56924007256603,235.63790902371838,260.9171873950144,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,198.65840214231,154.66012488471566,252.6883158986325,2697.0,0.9649163332968834,typical,0.0,65.39132376720727,31.690834897360727,236.5,303.75,381.70000000000005,54.0,27.27272727272727,Low,37.58392588894844,20.39375290184824
B,2026-11-01,105.0006916585973,102.72513487342648,123.04260616959469,96.71116336976068,110.25614423387283,104.16090284502236,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,101.1480324262595,60.569891336019516,140.92010498699858,1175.0,0.9795788760766866,typical,0.0,65.39132376720727,31.690834897360727,119.0,150.75,171.0,11.0,34.090909090909086,Low,36.03878470871183,76.7913515436459
G/N,2026-11-01,235.19096149026817,259.98554840865427,277.2702364046446,203.12488513908616,257.48224876785565,272.8795283045137,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,232.8745849935823,203.11542896492358,269.75493794018166,2854.0,0.9723801736603143,typical,0.0,65.39132376720727,31.690834897360727,344.5,431.25,580.8000000000002,32.0,16.666666666666664,Low,32.35489496131006,37.56780930982908
R/S,2026-11-01,29.644018014489916,30.894066966908166,42.5909535931075,26.697474055218322,34.37634619150186,42.48678284707264,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,58.0,38869.334356166,23.0,84.82276801582847,715275.0,34.0119444340099,17.527743190788684,48.87211199890057,456.0,0.806268400473146,typical,0.0,65.39132376720727,31.690834897360727,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,4.755086426061291
R/C,2026-11-01,199.55418512081627,231.95111285530078,233.4484498514324,202.00437293266805,221.65124927584984,208.62895479434135,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,204.40557888328746,160.84673139994976,253.07463031877055,2428.0,0.989096474498806,typical,0.0,65.39132376720727,31.690834897360727,237.0,319.0,357.9,19.0,32.57575757575758,Low,30.621547233400392,35.13825923957784
L,2026-11-01,451.5816642864607,488.90804277404294,498.5531018147619,430.6518861681006,479.6809362917552,498.71385279877387,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,449.5252870871007,336.6965602032252,566.2926183659797,5538.0,0.9857708936863298,typical,0.0,65.39132376720727,31.690834897360727,886.5,1038.25,1224.8000000000002,54.0,6.8181818181818175,Low,29.6101942307284,48.14909925944539
M/W,2026-11-01,119.51623490798265,136.92357285195172,161.12401828625013,116.33196577189075,139.18794201539484,170.35839878091664,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,129.73696450300557,116.10883945265174,157.72186247710326,1811.0,0.9883692592576139,typical,0.0,65.39132376720727,31.690834897360727,208.5,298.5,405.30000000000007,53.0,12.121212121212121,Low,28.012134182951968,30.438824017297456
N,2026-11-01,85.78549773315162,105.58476344115928,114.07501460239756,85.41192668205711,101.81509192556949,115.41081411843238,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,85.82723750917387,61.04477229279444,125.04766453624549,1221.0,0.9632398949549266,typical,0.0,65.39132376720727,31.690834897360727,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,13.31643771252975
C,2026-11-01,28.868294028409874,30.006895600606814,31.14549717280375,25.926906633567782,30.00689560060681,32.17340136992599,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,39.0,89447.24562784938,15.0,100.0,171941.0,25.507038678584316,14.259214323611737,36.87269062105644,344.0,0.57970542451328,typical,0.0,65.39132376720727,31.690834897360727,191.0,245.0,288.0,,0.0,Low,25.0,14.834762318809544
F/N,2026-11-01,97.18342355133551,110.57520631821811,107.41325760937083,76.25876297808145,105.05729582630813,91.77401129943502,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,88.61631680734709,61.93192126187286,133.45222135564066,1048.0,0.9912229790641491,typical,0.0,65.39132376720727,31.690834897360727,210.5,281.5,415.30000000000007,58.0,1.5151515151515151,Low,24.640939395152103,16.18746174130168
S,2026-11-01,160.06432701574045,181.85504336652747,199.393912624478,170.69394474783164,180.43776100224864,186.62360798800728,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,160.77580223986473,130.94380625501782,215.07881718523453,2206.0,1.0383821745317885,typical,0.0,65.39132376720727,31.690834897360727,344.5,434.5,517.8,72.0,0.7575757575757576,Low,24.336950025799396,20.889279541388532
H/E,2026-11-01,188.07189157336475,193.12080141426043,204.4808485562758,183.02298173246905,195.22451384796696,197.36328815556863,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,180.20162219315932,146.08058338895995,224.2260815693329,2261.0,1.0452336083598999,typical,0.0,65.39132376720727,31.690834897360727,446.0,562.5,628.9,42.0,1.5151515151515151,Low,20.79773150842835,31.251148442166702
H/W,2026-11-01,108.0060606060606,122.63636363636363,113.8868686868687,93.0888888888889,114.84309764309764,112.04612794612795,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,107.96226808661314,78.43569989628992,139.5641100292055,1278.0,0.9688994021038206,typical,0.0,65.39132376720727,31.690834897360727,163.0,221.25,291.6,39.0,6.0606060606060606,Low,20.15034195261,33.92042506043814
P/S,2026-11-01,26.980190174326466,33.92445853143159,36.31510829371368,28.915478077126256,32.40658566649058,37.05507131537242,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,31.2431161631306,16.94424343182254,44.09802808201093,431.0,0.6938065216802108,typical,0.0,65.39132376720727,31.690834897360727,68.5,84.0,110.80000000000001,57.0,0.7575757575757576,Low,19.206074286884974,6.513990163924058
K/W,2026-11-01,135.3959518233523,151.7928236868518,161.85823017731684,118.51204416192708,149.68233522917365,173.00593844095013,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,135.69145644175956,112.53411033283967,179.62943640746963,1941.0,1.0092975501098544,typical,0.0,65.39132376720727,31.690834897360727,255.0,312.0,386.9,15.0,12.121212121212121,Low,18.16833899073236,17.51460909006839
K/E,2026-11-01,249.57965467381135,259.8363528110913,289.8174704431403,241.60222278926034,266.4111593093476,261.9695122527478,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,239.10638191052087,201.60311731748314,281.0608031470542,3092.0,0.9844485120143874,typical,0.0,65.39132376720727,31.690834897360727,550.5,641.75,805.2,49.0,0.0,Low,16.868531743383436,28.046156091345317
F/S,2026-11-01,36.597155049786636,41.24623044096728,49.23897581792318,35.658179231863436,42.36078710289237,43.547866287339964,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,36.253785370224044,18.820019081794324,52.86555594526728,483.0,0.8315184529539577,typical,0.0,65.39132376720727,31.690834897360727,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,9.705748514900863
D,2026-11-01,0.0,0.0,0.0,0.0,0.0,0.0,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.0,0.0,142.50922828231873,0.0,0.35,typical,0.0,65.39132376720727,31.690834897360727,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.0
T,2026-11-01,91.41685979142527,110.09646581691774,100.00193124758594,79.05813055233682,100.50508561864298,92.36027423715721,65.39132376720727,823.4102075117764,9.181818181818182,0.0,31.690834897360727,24.94620178885633,75.97789260992325,0.0,-0.5000000000000004,0.8660254037844384,33.0,8200.969947931737,97.0,0.0,353343.0,89.25640630289531,63.080873397146405,122.28952805625536,977.0,1.0036294074710792,typical,0.0,65.39132376720727,31.690834897360727,158.0,205.0,256.8,33.0,5.303030303030303,Low,3.977272727272727,25.260555976174796
G/S,2026-12-01,601.2715499378368,553.35391628678,660.8301906340654,644.045482801492,605.1518856195607,726.7056568586822,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,584.3642480099998,492.4075068962959,728.001540764407,7839.0,1.001996486387063,typical,0.0,15.211105354725452,31.861376939393963,445.5,569.25,725.7,21.0,78.78787878787878,High,71.42849597169747,149.4958295198137
E,2026-12-01,500.5755682166269,452.260001225265,488.08582981069657,456.2041291429272,480.3071330841962,502.5476321754579,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,451.8344569322839,372.5794129352988,574.62855188666,5365.0,0.9885932517551124,typical,0.0,15.211105354725452,31.861376939393963,306.0,443.25,675.0000000000002,20.0,76.51515151515152,High,71.32664097348695,111.02483909808016
R/N,2026-12-01,123.49020962911771,115.45680718728403,135.8205482607694,124.23750287952083,124.92252169239039,150.42390386239728,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,126.36572606576766,97.2263128805925,165.13529622812334,1622.0,0.97518594977642,typical,0.0,15.211105354725452,31.861376939393963,84.5,137.25,183.60000000000002,51.0,67.42424242424242,Medium,69.73171672617732,28.3093831777316
M/E,2026-12-01,363.46766852988793,404.7395461070894,422.3488805400287,418.9095574085953,396.85203172566867,417.8319028274129,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,389.00939870686227,328.4576337961543,473.41763628593765,4504.0,1.0015566153463125,typical,0.0,15.211105354725452,31.861376939393963,351.5,510.0,711.0000000000002,30.0,57.57575757575758,Medium,52.889612306072266,46.54230146800471
P/N,2026-12-01,183.56924007256603,199.1535980649063,235.0338641402943,206.4021366659948,205.91890075925554,255.90361486259494,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,198.19981458375037,149.04900578040073,241.85925109545113,2697.0,0.9649163332968834,typical,0.0,15.211105354725452,31.861376939393963,236.5,303.75,381.70000000000005,54.0,27.27272727272727,Low,37.58392588894844,20.346675500377817
A,2026-12-01,89.90447308567096,99.07505686125853,101.53146322971949,118.72630780894617,96.83699772554967,118.07126611068993,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,94.53988481148765,75.06560044329154,119.60268590794183,1296.0,0.9677901036276229,typical,0.0,15.211105354725452,31.861376939393963,118.0,151.0,192.50000000000003,34.0,25.0,Low,31.571935181818894,49.38097926951561
R/S,2026-12-01,26.697474055218322,29.644018014489916,30.894066966908166,31.25122381045623,29.078519678872137,41.13256314861954,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,58.0,38869.334356166,23.0,84.82276801582847,715275.0,33.72346315439561,19.011517109151107,52.81284395748318,456.0,0.806268400473146,typical,0.0,15.211105354725452,31.861376939393963,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,4.714754906070478
R/C,2026-12-01,202.00437293266805,199.55418512081627,231.95111285530078,207.1769916465773,211.16989030292837,217.11386443908728,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,204.972388575904,171.11369008829342,250.56508193657194,2428.0,0.989096474498806,typical,0.0,15.211105354725452,31.861376939393963,237.0,319.0,357.9,19.0,32.57575757575758,Low,30.621547233400392,35.23569643296305
B,2026-12-01,96.71116336976068,105.0006916585973,102.72513487342648,89.39687370314014,101.47899663392816,106.86989901784482,15.211105354725452,415.0650934333763,2.4545454545454546,0.09090909090909091,31.861376939393963,22.638293090909116,66.30760114675759,0.0,-2.4492935982947064e-16,1.0,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,92.72014775051794,65.63316782007088,131.05448822688425,1175.0,0.9795788760766866,typical,0.0,15.211105354725452,31.861376939393963,119.0,150.75,171.0,11.0,25.757575757575758,Low,29.788784708711837,70.39292105142648
